4	data type
#t
#x			(UTM)
#y			(UTM)
#z			(m)
1	   0.00       0.00	0.00
1	   0.00      50.00	0.00
1	   0.00     100.00	0.00
1	   0.00     150.00	0.00
1	   0.00     200.00	0.00
1	   0.00     250.00	0.00
1	   0.00     300.00	0.00
1	   0.00     350.00	0.00
1	   0.00     400.00	0.00
1	   0.00     450.00	0.00
1	   0.00     500.00	0.00
1	   0.00     550.00	0.00
1	   0.00     600.00	0.00
1	   0.00     650.00	0.00
1	   0.00     700.00	0.00
1	   0.00     750.00	0.00
1	   0.00     800.00	0.00
1	   0.00     850.00	0.00
1	   0.00     900.00	0.00
1	   0.00     950.00	0.00
1	   0.00    1000.00	0.00
1	   0.00    1050.00	0.00
1	   0.00    1100.00	0.00
1	   0.00    1150.00	0.00
1	   0.00    1200.00	0.00
1	   0.00    1250.00	0.00
1	   0.00    1300.00	0.00
1	   0.00    1350.00	0.00
1	   0.00    1400.00	0.00
1	   0.00    1450.00	0.00
1	   0.00    1500.00	0.00
1	   0.00    1550.00	0.00
1	   0.00    1600.00	0.00
1	   0.00    1650.00	0.00
1	   0.00    1700.00	0.00
1	   0.00    1750.00	0.00
1	   0.00    1800.00	0.00
1	   0.00    1850.00	0.00
1	   0.00    1900.00	0.00
1	   0.00    1950.00	0.00
1	   0.00    2000.00	0.00
1	   0.00    2050.00	0.00
1	   0.00    2100.00	0.00
1	   0.00    2150.00	0.00
1	   0.00    2200.00	0.00
1	   0.00    2250.00	0.00
1	   0.00    2300.00	0.00
1	   0.00    2350.00	0.00
1	   0.00    2400.00	0.00
1	   0.00    2450.00	0.00
1	   0.00    2500.00	0.00
1	   0.00    2550.00	0.00
1	   0.00    2600.00	0.00
1	   0.00    2650.00	0.00
1	   0.00    2700.00	0.00
1	   0.00    2750.00	0.00
1	   0.00    2800.00	0.00
1	   0.00    2850.00	0.00
1	   0.00    2900.00	0.00
1	   0.00    2950.00	0.00
1	   0.00    3000.00	0.00
1	   0.00    3050.00	0.00
1	   0.00    3100.00	0.00
1	   0.00    3150.00	0.00
1	   0.00    3200.00	0.00
1	   0.00    3250.00	0.00
1	   0.00    3300.00	0.00
1	   0.00    3350.00	0.00
1	   0.00    3400.00	0.00
1	   0.00    3450.00	0.00
1	   0.00    3500.00	0.00
1	   0.00    3550.00	0.00
1	   0.00    3600.00	0.00
1	   0.00    3650.00	0.00
1	   0.00    3700.00	0.00
1	   0.00    3750.00	0.00
1	   0.00    3800.00	0.00
1	   0.00    3850.00	0.00
1	   0.00    3900.00	0.00
1	   0.00    3950.00	0.00
1	   0.00    4000.00	0.00
1	   0.00    4050.00	0.00
1	   0.00    4100.00	0.00
1	   0.00    4150.00	0.00
1	   0.00    4200.00	0.00
1	   0.00    4250.00	0.00
1	   0.00    4300.00	0.00
1	   0.00    4350.00	0.00
1	   0.00    4400.00	0.00
1	   0.00    4450.00	0.00
1	   0.00    4500.00	0.00
1	   0.00    4550.00	0.00
1	   0.00    4600.00	0.00
1	   0.00    4650.00	0.00
1	   0.00    4700.00	0.00
1	   0.00    4750.00	0.00
1	   0.00    4800.00	0.00
1	   0.00    4850.00	0.00
1	   0.00    4900.00	0.00
1	   0.00    4950.00	0.00
1	   0.00    5000.00	0.00
1	   0.00    5050.00	0.00
1	   0.00    5100.00	0.00
1	   0.00    5150.00	0.00
1	   0.00    5200.00	0.00
1	   0.00    5250.00	0.00
1	   0.00    5300.00	0.00
1	   0.00    5350.00	0.00
1	   0.00    5400.00	0.00
1	   0.00    5450.00	0.00
1	   0.00    5500.00	0.00
1	   0.00    5550.00	0.00
1	   0.00    5600.00	0.00
1	   0.00    5650.00	0.00
1	   0.00    5700.00	0.00
1	   0.00    5750.00	0.00
1	   0.00    5800.00	0.00
1	   0.00    5850.00	0.00
1	   0.00    5900.00	0.00
1	   0.00    5950.00	0.00
1	   0.00    6000.00	0.00
1	  50.00       0.00	0.00
1	  50.00      50.00	0.00
1	  50.00     100.00	0.00
1	  50.00     150.00	0.00
1	  50.00     200.00	0.00
1	  50.00     250.00	0.00
1	  50.00     300.00	0.00
1	  50.00     350.00	0.00
1	  50.00     400.00	0.00
1	  50.00     450.00	0.00
1	  50.00     500.00	0.00
1	  50.00     550.00	0.00
1	  50.00     600.00	0.00
1	  50.00     650.00	0.00
1	  50.00     700.00	0.00
1	  50.00     750.00	0.00
1	  50.00     800.00	0.00
1	  50.00     850.00	0.00
1	  50.00     900.00	0.00
1	  50.00     950.00	0.00
1	  50.00    1000.00	0.00
1	  50.00    1050.00	0.00
1	  50.00    1100.00	0.00
1	  50.00    1150.00	0.00
1	  50.00    1200.00	0.00
1	  50.00    1250.00	0.00
1	  50.00    1300.00	0.00
1	  50.00    1350.00	0.00
1	  50.00    1400.00	0.00
1	  50.00    1450.00	0.00
1	  50.00    1500.00	0.00
1	  50.00    1550.00	0.00
1	  50.00    1600.00	0.00
1	  50.00    1650.00	0.00
1	  50.00    1700.00	0.00
1	  50.00    1750.00	0.00
1	  50.00    1800.00	0.00
1	  50.00    1850.00	0.00
1	  50.00    1900.00	0.00
1	  50.00    1950.00	0.00
1	  50.00    2000.00	0.00
1	  50.00    2050.00	0.00
1	  50.00    2100.00	0.00
1	  50.00    2150.00	0.00
1	  50.00    2200.00	0.00
1	  50.00    2250.00	0.00
1	  50.00    2300.00	0.00
1	  50.00    2350.00	0.00
1	  50.00    2400.00	0.00
1	  50.00    2450.00	0.00
1	  50.00    2500.00	0.00
1	  50.00    2550.00	0.00
1	  50.00    2600.00	0.00
1	  50.00    2650.00	0.00
1	  50.00    2700.00	0.00
1	  50.00    2750.00	0.00
1	  50.00    2800.00	0.00
1	  50.00    2850.00	0.00
1	  50.00    2900.00	0.00
1	  50.00    2950.00	0.00
1	  50.00    3000.00	0.00
1	  50.00    3050.00	0.00
1	  50.00    3100.00	0.00
1	  50.00    3150.00	0.00
1	  50.00    3200.00	0.00
1	  50.00    3250.00	0.00
1	  50.00    3300.00	0.00
1	  50.00    3350.00	0.00
1	  50.00    3400.00	0.00
1	  50.00    3450.00	0.00
1	  50.00    3500.00	0.00
1	  50.00    3550.00	0.00
1	  50.00    3600.00	0.00
1	  50.00    3650.00	0.00
1	  50.00    3700.00	0.00
1	  50.00    3750.00	0.00
1	  50.00    3800.00	0.00
1	  50.00    3850.00	0.00
1	  50.00    3900.00	0.00
1	  50.00    3950.00	0.00
1	  50.00    4000.00	0.00
1	  50.00    4050.00	0.00
1	  50.00    4100.00	0.00
1	  50.00    4150.00	0.00
1	  50.00    4200.00	0.00
1	  50.00    4250.00	0.00
1	  50.00    4300.00	0.00
1	  50.00    4350.00	0.00
1	  50.00    4400.00	0.00
1	  50.00    4450.00	0.00
1	  50.00    4500.00	0.00
1	  50.00    4550.00	0.00
1	  50.00    4600.00	0.00
1	  50.00    4650.00	0.00
1	  50.00    4700.00	0.00
1	  50.00    4750.00	0.00
1	  50.00    4800.00	0.00
1	  50.00    4850.00	0.00
1	  50.00    4900.00	0.00
1	  50.00    4950.00	0.00
1	  50.00    5000.00	0.00
1	  50.00    5050.00	0.00
1	  50.00    5100.00	0.00
1	  50.00    5150.00	0.00
1	  50.00    5200.00	0.00
1	  50.00    5250.00	0.00
1	  50.00    5300.00	0.00
1	  50.00    5350.00	0.00
1	  50.00    5400.00	0.00
1	  50.00    5450.00	0.00
1	  50.00    5500.00	0.00
1	  50.00    5550.00	0.00
1	  50.00    5600.00	0.00
1	  50.00    5650.00	0.00
1	  50.00    5700.00	0.00
1	  50.00    5750.00	0.00
1	  50.00    5800.00	0.00
1	  50.00    5850.00	0.00
1	  50.00    5900.00	0.00
1	  50.00    5950.00	0.00
1	  50.00    6000.00	0.00
1	 100.00       0.00	0.00
1	 100.00      50.00	0.00
1	 100.00     100.00	0.00
1	 100.00     150.00	0.00
1	 100.00     200.00	0.00
1	 100.00     250.00	0.00
1	 100.00     300.00	0.00
1	 100.00     350.00	0.00
1	 100.00     400.00	0.00
1	 100.00     450.00	0.00
1	 100.00     500.00	0.00
1	 100.00     550.00	0.00
1	 100.00     600.00	0.00
1	 100.00     650.00	0.00
1	 100.00     700.00	0.00
1	 100.00     750.00	0.00
1	 100.00     800.00	0.00
1	 100.00     850.00	0.00
1	 100.00     900.00	0.00
1	 100.00     950.00	0.00
1	 100.00    1000.00	0.00
1	 100.00    1050.00	0.00
1	 100.00    1100.00	0.00
1	 100.00    1150.00	0.00
1	 100.00    1200.00	0.00
1	 100.00    1250.00	0.00
1	 100.00    1300.00	0.00
1	 100.00    1350.00	0.00
1	 100.00    1400.00	0.00
1	 100.00    1450.00	0.00
1	 100.00    1500.00	0.00
1	 100.00    1550.00	0.00
1	 100.00    1600.00	0.00
1	 100.00    1650.00	0.00
1	 100.00    1700.00	0.00
1	 100.00    1750.00	0.00
1	 100.00    1800.00	0.00
1	 100.00    1850.00	0.00
1	 100.00    1900.00	0.00
1	 100.00    1950.00	0.00
1	 100.00    2000.00	0.00
1	 100.00    2050.00	0.00
1	 100.00    2100.00	0.00
1	 100.00    2150.00	0.00
1	 100.00    2200.00	0.00
1	 100.00    2250.00	0.00
1	 100.00    2300.00	0.00
1	 100.00    2350.00	0.00
1	 100.00    2400.00	0.00
1	 100.00    2450.00	0.00
1	 100.00    2500.00	0.00
1	 100.00    2550.00	0.00
1	 100.00    2600.00	0.00
1	 100.00    2650.00	0.00
1	 100.00    2700.00	0.00
1	 100.00    2750.00	0.00
1	 100.00    2800.00	0.00
1	 100.00    2850.00	0.00
1	 100.00    2900.00	0.00
1	 100.00    2950.00	0.00
1	 100.00    3000.00	0.00
1	 100.00    3050.00	0.00
1	 100.00    3100.00	0.00
1	 100.00    3150.00	0.00
1	 100.00    3200.00	0.00
1	 100.00    3250.00	0.00
1	 100.00    3300.00	0.00
1	 100.00    3350.00	0.00
1	 100.00    3400.00	0.00
1	 100.00    3450.00	0.00
1	 100.00    3500.00	0.00
1	 100.00    3550.00	0.00
1	 100.00    3600.00	0.00
1	 100.00    3650.00	0.00
1	 100.00    3700.00	0.00
1	 100.00    3750.00	0.00
1	 100.00    3800.00	0.00
1	 100.00    3850.00	0.00
1	 100.00    3900.00	0.00
1	 100.00    3950.00	0.00
1	 100.00    4000.00	0.00
1	 100.00    4050.00	0.00
1	 100.00    4100.00	0.00
1	 100.00    4150.00	0.00
1	 100.00    4200.00	0.00
1	 100.00    4250.00	0.00
1	 100.00    4300.00	0.00
1	 100.00    4350.00	0.00
1	 100.00    4400.00	0.00
1	 100.00    4450.00	0.00
1	 100.00    4500.00	0.00
1	 100.00    4550.00	0.00
1	 100.00    4600.00	0.00
1	 100.00    4650.00	0.00
1	 100.00    4700.00	0.00
1	 100.00    4750.00	0.00
1	 100.00    4800.00	0.00
1	 100.00    4850.00	0.00
1	 100.00    4900.00	0.00
1	 100.00    4950.00	0.00
1	 100.00    5000.00	0.00
1	 100.00    5050.00	0.00
1	 100.00    5100.00	0.00
1	 100.00    5150.00	0.00
1	 100.00    5200.00	0.00
1	 100.00    5250.00	0.00
1	 100.00    5300.00	0.00
1	 100.00    5350.00	0.00
1	 100.00    5400.00	0.00
1	 100.00    5450.00	0.00
1	 100.00    5500.00	0.00
1	 100.00    5550.00	0.00
1	 100.00    5600.00	0.00
1	 100.00    5650.00	0.00
1	 100.00    5700.00	0.00
1	 100.00    5750.00	0.00
1	 100.00    5800.00	0.00
1	 100.00    5850.00	0.00
1	 100.00    5900.00	0.00
1	 100.00    5950.00	0.00
1	 100.00    6000.00	0.00
1	 150.00       0.00	0.00
1	 150.00      50.00	0.00
1	 150.00     100.00	0.00
1	 150.00     150.00	0.00
1	 150.00     200.00	0.00
1	 150.00     250.00	0.00
1	 150.00     300.00	0.00
1	 150.00     350.00	0.00
1	 150.00     400.00	0.00
1	 150.00     450.00	0.00
1	 150.00     500.00	0.00
1	 150.00     550.00	0.00
1	 150.00     600.00	0.00
1	 150.00     650.00	0.00
1	 150.00     700.00	0.00
1	 150.00     750.00	0.00
1	 150.00     800.00	0.00
1	 150.00     850.00	0.00
1	 150.00     900.00	0.00
1	 150.00     950.00	0.00
1	 150.00    1000.00	0.00
1	 150.00    1050.00	0.00
1	 150.00    1100.00	0.00
1	 150.00    1150.00	0.00
1	 150.00    1200.00	0.00
1	 150.00    1250.00	0.00
1	 150.00    1300.00	0.00
1	 150.00    1350.00	0.00
1	 150.00    1400.00	0.00
1	 150.00    1450.00	0.00
1	 150.00    1500.00	0.00
1	 150.00    1550.00	0.00
1	 150.00    1600.00	0.00
1	 150.00    1650.00	0.00
1	 150.00    1700.00	0.00
